id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL
128,139,25.0029,0.6215,60.0,462.54,536.58,1251.49,1050.38,7.05,9.02,175.92,1915.38,8012.16,0.94,36.57,165.69,2028.28,7875.61,10.8447,0.02,305,1915,84.93,14.52,8.6899,126
129,315,42.0056,0.8409,100.0,445.0,549.44,1345.87,1117.83,3.91,5.69,139.02,2212.04,8318.21,1.02,41.83,130.37,2388.12,8088.38,9.2987,0.02,329,2212,100.0,10.48,6.3365,120
130,107,20.003,0.7,100.0,491.19,607.63,1477.98,1252.97,9.35,13.66,334.66,2323.97,8716.21,1.08,44.43,314.95,2388.05,8059.93,9.2153,0.02,363,2324,100.0,24.36,14.7837,165
131,193,42.0063,0.84,100.0,445.0,548.9,1362.02,1128.62,3.91,5.72,138.4,2211.93,8330.64,1.02,42.09,131.12,2388.04,8087.08,9.3703,0.02,330,2212,100.0,10.63,6.2784,101
132,115,35.0048,0.8411,100.0,449.44,555.89,1361.19,1132.5,5.48,8.0,194.3,2223.09,8357.77,1.02,41.88,183.25,2388.18,8069.59,9.348,0.02,333,2223,100.0,14.65,8.9359,116
133,74,42.0036,0.8405,100.0,445.0,548.94,1349.06,1107.54,3.91,5.71,138.83,2211.96,8321.2,1.02,41.76,130.75,2388.01,8076.2,9.3109,0.02,329,2212,100.0,10.55,6.3934,126
134,266,41.9991,0.8407,100.0,445.0,549.23,1360.3,1128.73,3.91,5.71,141.51,2212.19,8347.69,1.04,42.22,132.28,2388.26,8115.21,9.2262,0.02,331,2212,100.0,10.78,6.4642,36
135,435,24.9988,0.62,60.0,462.54,537.3,1275.96,1055.07,7.05,8.99,179.28,1915.8,8045.32,0.94,36.97,167.8,2028.77,7902.52,10.6631,0.02,307,1915,84.93,14.61,8.7726,7
136,56,42.0014,0.84,100.0,445.0,549.93,1350.3,1127.04,3.91,5.71,138.29,2211.69,8317.98,1.02,42.09,130.57,2387.78,8075.83,9.4122,0.02,332,2212,100.0,10.69,6.3917,122
137,291,42.004,0.8415,100.0,445.0,549.25,1359.47,1129.2,3.91,5.7,140.55,2212.04,8330.29,1.03,42.15,131.41,2388.13,8099.95,9.2891,0.02,328,2212,100.0,10.64,6.4233,159
138,239,35.003,0.84,100.0,449.44,555.14,1359.71,1126.47,5.48,7.97,195.79,2223.13,8361.28,1.03,41.65,184.13,2388.25,8075.48,9.2216,0.02,333,2223,100.0,15.0,8.9285,88
139,88,0.002,0.0014,100.0,518.67,642.42,1585.63,1400.04,14.62,21.6,557.59,2388.07,9063.03,1.3,47.25,524.62,2388.15,8141.74,8.3189,0.03,391,2388,100.0,39.15,23.4645,173
140,160,24.9987,0.62,60.0,462.54,536.91,1265.34,1047.85,7.05,9.03,175.37,1915.53,8024.53,0.94,36.78,165.22,2028.47,7874.92,10.9052,0.02,307,1915,84.93,14.13,8.5341,146
141,19,10.0046,0.25,100.0,489.05,605.08,1499.92,1304.66,10.52,15.49,395.32,2318.89,8770.23,1.26,45.1,371.9,2388.07,8121.93,8.601,0.03,368,2319,100.0,28.74,17.2539,130
142,69,34.9984,0.84,100.0,449.44,555.35,1370.85,1119.64,5.48,7.99,194.54,2222.93,8359.22,1.02,41.68,183.82,2388.04,8071.12,9.2855,0.02,333,2223,100.0,14.81,8.8762,108
143,327,42.004,0.84,100.0,445.0,549.68,1357.45,1125.96,3.91,5.69,141.18,2212.2,8343.57,1.03,42.21,132.21,2388.33,8107.67,9.2087,0.02,330,2212,100.0,10.79,6.4227,53
144,34,10.0068,0.2504,100.0,489.05,604.6,1500.51,1308.76,10.52,15.49,394.79,2318.88,8778.04,1.26,45.4,372.0,2388.08,8129.05,8.6312,0.03,370,2319,100.0,28.57,17.2268,162
145,102,25.0046,0.62,60.0,462.54,536.39,1264.24,1059.2,7.05,9.02,175.01,1915.32,8017.44,0.94,36.79,164.42,2028.27,7875.84,10.9499,0.02,306,1915,84.93,14.18,8.6584,59
146,84,42.0052,0.8412,100.0,445.0,548.75,1351.32,1114.53,3.91,5.69,137.92,2212.03,8316.46,1.02,41.63,130.57,2388.09,8077.89,9.3012,0.02,330,2212,100.0,10.49,6.3776,100
147,116,20.0052,0.7,100.0,491.19,607.37,1484.6,1246.68,9.35,13.66,334.86,2324.14,8756.58,1.08,44.25,315.02,2388.33,8088.51,9.2151,0.03,364,2324,100.0,24.62,14.6781,56
148,126,20.0008,0.7,100.0,491.19,607.27,1479.27,1247.45,9.35,13.65,335.0,2323.93,8727.34,1.08,44.25,315.43,2388.11,8068.86,9.1844,0.02,364,2324,100.0,24.46,14.6638,145
149,320,35.0007,0.84,100.0,449.44,555.61,1360.91,1129.92,5.48,7.97,195.91,2223.17,8362.88,1.03,41.85,184.08,2388.18,8082.61,9.2282,0.02,332,2223,100.0,14.95,9.047,76
150,202,10.0034,0.25,100.0,489.05,605.17,1500.46,1322.77,10.52,15.5,393.55,2318.98,8802.46,1.26,45.64,370.95,2388.24,8146.66,8.7314,0.03,371,2319,100.0,28.49,17.0678,57
151,285,20.0,0.7018,100.0,491.19,607.61,1487.78,1262.19,9.35,13.65,341.67,2324.5,8766.65,1.09,44.73,321.03,2388.57,8095.73,9.0346,0.02,368,2324,100.0,24.81,14.8923,31
152,195,0.0011,0.0,100.0,518.67,642.63,1579.93,1399.69,14.62,21.6,558.32,2388.14,9066.05,1.3,47.15,526.26,2388.12,8150.17,8.3463,0.03,393,2388,100.0,39.03,23.4835,88
153,130,34.9988,0.84,100.0,449.44,555.8,1363.61,1124.8,5.48,8.0,194.21,2223.2,8363.34,1.02,41.81,183.51,2388.31,8080.84,9.2997,0.02,333,2223,100.0,14.83,8.9928,173
154,122,42.0068,0.841,100.0,445.0,550.4,1362.04,1137.9,3.91,5.72,137.91,2211.99,8331.94,1.02,42.37,129.75,2388.06,8094.98,9.4183,0.02,332,2212,100.0,10.53,6.3641,34
155,161,10.002,0.2516,100.0,489.05,605.67,1509.04,1322.49,10.52,15.5,393.6,2319.1,8806.82,1.26,45.93,370.77,2388.38,8151.81,8.76,0.03,370,2319,100.0,28.43,17.005,7
156,28,42.0014,0.84,100.0,445.0,549.77,1342.24,1122.47,3.91,5.72,138.96,2211.87,8318.6,1.02,42.14,129.99,2387.91,8082.49,9.3105,0.02,330,2212,100.0,10.57,6.4384,133
157,138,10.0064,0.2518,100.0,489.05,603.98,1506.88,1295.66,10.52,15.47,394.71,2318.72,8768.11,1.26,45.14,370.87,2387.9,8129.6,8.579,0.03,367,2319,100.0,28.66,17.2377,172
158,171,35.0039,0.8419,100.0,449.44,556.67,1377.68,1144.36,5.48,8.0,194.06,2222.88,8350.08,1.02,42.46,182.78,2387.97,8064.0,9.4048,0.02,337,2223,100.0,14.6,8.7606,6
159,160,41.9987,0.8402,100.0,445.0,550.19,1364.04,1136.61,3.91,5.72,138.65,2211.38,8302.44,1.02,42.55,130.6,2387.37,8063.59,9.427,0.02,333,2212,100.0,10.49,6.3844,22
160,122,41.998,0.8414,100.0,445.0,548.95,1349.69,1119.39,3.91,5.7,139.54,2212.01,8315.71,1.02,41.96,130.9,2388.14,8093.85,9.3051,0.02,330,2212,100.0,10.69,6.3342,83
161,257,34.9992,0.84,100.0,449.44,555.57,1359.25,1121.86,5.48,7.96,194.39,2223.02,8344.31,1.02,41.69,183.62,2388.14,8070.49,9.2809,0.02,331,2223,100.0,15.0,8.9771,82
162,99,20.0039,0.7005,100.0,491.19,607.55,1491.64,1250.51,9.35,13.66,334.48,2323.98,8734.67,1.07,44.62,314.93,2388.17,8065.49,9.1964,0.02,367,2324,100.0,24.44,14.6716,84
163,122,20.002,0.7,100.0,491.19,607.46,1474.71,1246.64,9.35,13.66,334.66,2324.05,8737.66,1.08,44.16,314.84,2388.14,8074.58,9.2195,0.02,364,2324,100.0,24.53,14.7079,95
164,29,35.0033,0.84,100.0,449.44,555.44,1363.15,1124.54,5.48,8.0,195.14,2223.03,8357.6,1.02,41.62,183.17,2388.19,8071.31,9.3113,0.02,333,2223,100.0,14.86,9.0307,174
165,178,25.0057,0.6219,60.0,462.54,536.7,1259.7,1035.6,7.05,9.0,175.78,1915.36,8009.99,0.94,36.5,164.61,2028.28,7875.0,10.8354,0.02,305,1915,84.93,14.25,8.6159,111
166,63,35.0001,0.84,100.0,449.44,555.89,1362.48,1126.25,5.48,8.0,194.51,2222.88,8351.03,1.02,41.74,182.66,2387.97,8059.86,9.2921,0.02,334,2223,100.0,15.01,8.9363,72
167,99,20.0042,0.7013,100.0,491.19,607.04,1480.58,1251.4,9.35,13.65,334.04,2323.9,8726.77,1.08,44.38,315.27,2388.03,8067.37,9.1609,0.02,363,2324,100.0,24.53,14.6254,109
168,74,19.9993,0.7,100.0,491.19,607.31,1483.3,1252.92,9.35,13.65,334.18,2323.94,8708.26,1.08,44.49,315.01,2388.04,8051.76,9.2545,0.02,366,2324,100.0,24.4,14.6348,87
169,34,10.0052,0.2511,100.0,489.05,604.1,1502.44,1307.67,10.52,15.49,394.88,2318.8,8785.9,1.26,45.38,372.29,2388.1,8135.91,8.6294,0.03,369,2319,100.0,28.75,17.1418,179
170,48,0.0002,0.0,100.0,518.67,642.14,1580.64,1398.71,14.62,21.61,554.54,2388.05,9052.24,1.3,47.39,521.82,2388.04,8138.86,8.4157,0.03,392,2388,100.0,38.86,23.4323,158
171,355,10.0045,0.25,100.0,489.05,604.75,1496.79,1309.81,10.52,15.46,397.89,2319.03,8791.54,1.26,45.27,374.07,2388.18,8152.18,8.5531,0.03,369,2319,100.0,28.84,17.3158,126
172,132,25.0,0.6201,60.0,462.54,536.84,1270.08,1059.09,7.05,9.02,175.22,1915.13,7999.35,0.94,37.03,164.43,2027.99,7870.3,10.9569,0.02,311,1915,84.93,14.15,8.5312,12
173,151,20.0055,0.7002,100.0,491.19,608.74,1490.33,1274.29,9.35,13.66,333.13,2324.03,8711.04,1.07,44.93,313.86,2388.19,8044.03,9.3243,0.03,368,2324,100.0,24.34,14.6178,8
174,135,35.0078,0.84,100.0,449.44,556.16,1376.38,1144.62,5.48,8.0,193.94,2222.52,8339.43,1.02,42.47,182.65,2387.6,8037.48,9.4208,0.02,336,2223,100.0,14.55,8.8891,10
175,116,25.0066,0.62,60.0,462.54,537.16,1265.37,1057.1,7.05,9.02,175.59,1915.37,8012.05,0.94,36.81,164.83,2028.25,7876.5,10.9283,0.02,308,1915,84.93,14.19,8.4933,123
176,185,41.9988,0.8407,100.0,445.0,549.38,1351.87,1122.59,3.91,5.72,138.68,2212.13,8346.54,1.02,41.93,130.78,2388.27,8106.75,9.3355,0.02,331,2212,100.0,10.47,6.3623,103
177,146,35.0067,0.8419,100.0,449.44,556.83,1370.01,1142.58,5.48,8.0,193.68,2222.96,8350.95,1.02,42.11,182.8,2388.07,8065.1,9.4112,0.02,336,2223,100.0,14.97,8.8604,12
178,279,10.0017,0.2501,100.0,489.05,604.49,1491.2,1297.24,10.52,15.46,395.7,2318.84,8785.57,1.26,45.12,372.26,2388.01,8136.28,8.5482,0.03,367,2319,100.0,28.82,17.2646,106
179,262,0.0008,0.0019,100.0,518.67,643.32,1595.99,1420.51,14.62,21.6,567.2,2388.44,9109.59,1.31,48.03,533.57,2388.46,8185.15,8.2393,0.03,395,2388,100.0,39.55,23.7158,12
180,367,20.006,0.7,100.0,491.19,607.62,1488.88,1259.21,9.35,13.64,341.44,2324.42,8772.11,1.09,44.89,321.66,2388.62,8098.14,9.0722,0.03,367,2324,100.0,24.83,14.9574,32
181,199,10.0021,0.25,100.0,489.05,605.31,1507.62,1321.31,10.52,15.5,393.77,2319.08,8830.26,1.26,45.84,370.57,2388.27,8171.08,8.7103,0.03,372,2319,100.0,28.42,17.0381,37
182,98,42.0053,0.8408,100.0,445.0,549.45,1345.6,1119.46,3.91,5.72,138.59,2211.9,8313.73,1.02,41.92,130.16,2387.94,8081.18,9.3261,0.02,330,2212,100.0,10.49,6.2592,116
183,125,42.0062,0.8416,100.0,445.0,550.2,1363.94,1141.12,3.91,5.71,138.24,2211.26,8300.76,1.02,42.62,130.41,2387.28,8062.39,9.4567,0.02,333,2212,100.0,10.43,6.2432,15
184,154,20.002,0.7,100.0,491.19,608.17,1491.47,1270.85,9.35,13.66,333.05,2324.06,8718.97,1.07,44.95,313.98,2388.18,8053.73,9.3132,0.03,367,2324,100.0,24.36,14.4273,10
185,203,0.0004,0.0,100.0,518.67,643.07,1589.52,1415.51,14.62,21.61,552.83,2388.2,9064.17,1.3,47.77,520.91,2388.16,8136.4,8.4327,0.03,393,2388,100.0,38.73,23.1322,46
186,47,42.0078,0.84,100.0,445.0,549.48,1347.1,1123.09,3.91,5.71,139.03,2211.99,8325.96,1.02,41.97,130.43,2388.1,8086.48,9.3793,0.02,331,2212,100.0,10.49,6.3551,142
187,121,42.0002,0.8412,100.0,445.0,550.59,1358.21,1133.68,3.91,5.72,138.28,2211.72,8322.63,1.02,42.35,129.97,2387.84,8079.06,9.4009,0.02,331,2212,100.0,10.52,6.3392,24
188,157,41.999,0.84,100.0,445.0,549.91,1357.88,1122.8,3.91,5.72,139.3,2211.89,8327.0,1.02,41.85,130.75,2388.0,8084.04,9.3511,0.02,330,2212,100.0,10.53,6.3248,135
189,107,41.9981,0.84,100.0,445.0,548.89,1353.54,1121.79,3.91,5.71,140.55,2212.07,8333.16,1.03,41.98,131.35,2388.18,8095.55,9.2684,0.02,331,2212,100.0,10.7,6.4167,56
190,200,25.0,0.622,60.0,462.54,536.7,1256.09,1045.64,7.05,9.0,176.14,1915.56,8017.72,0.94,36.69,166.27,2028.48,7886.53,10.7992,0.02,306,1915,84.93,14.43,8.5981,43
191,71,0.0028,0.0,100.0,518.67,641.79,1583.69,1401.05,14.62,21.59,555.68,2388.02,9051.31,1.3,47.11,523.45,2387.99,8139.39,8.3743,0.03,391,2388,100.0,39.25,23.4307,178
192,203,0.002,0.0,100.0,518.67,642.86,1595.92,1398.73,14.62,21.6,560.01,2388.21,9076.49,1.3,47.45,527.19,2388.18,8155.57,8.3186,0.03,394,2388,100.0,39.37,23.626,71
193,263,0.0005,0.0,100.0,518.67,642.32,1595.38,1406.86,14.62,21.58,558.09,2388.08,9071.16,1.3,47.28,525.08,2388.1,8148.04,8.3386,0.03,393,2388,100.0,39.14,23.5157,104
194,214,19.9987,0.7002,100.0,491.19,607.63,1495.98,1266.11,9.35,13.6,340.08,2324.47,8758.88,1.09,44.83,320.37,2388.58,8097.45,9.0603,0.03,366,2324,100.0,24.95,14.7838,15
195,186,10.0031,0.25,100.0,489.05,604.97,1488.81,1299.24,10.52,15.45,393.74,2318.68,8777.04,1.26,45.28,371.31,2387.87,8127.76,8.6103,0.03,367,2319,100.0,28.47,17.087,166
196,70,41.9991,0.841,100.0,445.0,549.21,1346.5,1117.95,3.91,5.71,138.87,2212.14,8334.08,1.02,42.08,130.48,2388.25,8095.9,9.3586,0.02,330,2212,100.0,10.41,6.4393,89
197,196,41.9991,0.84,100.0,445.0,549.97,1354.43,1127.4,3.91,5.72,138.97,2212.64,8366.31,1.02,42.13,130.83,2388.74,8125.28,9.3641,0.02,332,2212,100.0,10.69,6.3076,36
198,115,20.0024,0.7,100.0,491.19,608.63,1490.23,1270.17,9.35,13.66,334.31,2324.05,8718.87,1.07,44.85,313.62,2388.17,8047.97,9.3043,0.03,367,2324,100.0,24.32,14.5529,11
199,177,0.0012,0.0,100.0,518.67,643.19,1591.17,1414.83,14.62,21.61,552.1,2388.19,9049.93,1.3,47.77,520.83,2388.13,8127.59,8.4871,0.03,395,2388,100.0,38.84,23.2114,92
200,115,25.005,0.62,60.0,462.54,536.34,1268.38,1049.96,7.05,9.03,175.74,1915.29,8012.53,0.94,36.74,164.8,2028.17,7874.93,10.9308,0.02,306,1915,84.93,14.29,8.5611,96
201,139,41.998,0.8418,100.0,445.0,549.79,1354.57,1124.67,3.91,5.7,139.28,2212.11,8326.29,1.02,42.0,131.5,2388.17,8093.93,9.302,0.02,330,2212,100.0,10.72,6.3294,59
202,222,25.0012,0.6202,60.0,462.54,537.4,1268.9,1066.04,7.05,9.03,174.19,1916.45,8063.61,0.94,36.97,164.11,2029.32,7924.66,10.9776,0.02,308,1915,84.93,14.21,8.4244,13
203,87,25.0013,0.6215,60.0,462.54,535.95,1251.12,1039.92,7.05,9.0,174.36,1915.19,7998.06,0.94,36.34,163.19,2028.06,7863.08,10.873,0.02,306,1915,84.93,14.33,8.5622,167
204,19,42.0041,0.8412,100.0,445.0,549.6,1360.18,1130.2,3.91,5.71,138.89,2211.84,8320.67,1.02,42.19,130.81,2387.91,8085.94,9.3945,0.02,331,2212,100.0,10.46,6.3526,151
205,95,42.0009,0.84,100.0,445.0,549.87,1357.13,1124.92,3.91,5.71,137.67,2211.73,8317.58,1.02,42.37,131.06,2387.81,8079.83,9.3928,0.02,332,2212,100.0,10.49,6.3907,154
206,291,0.0021,0.0,100.0,518.67,641.73,1587.6,1397.21,14.62,21.59,557.45,2388.06,9079.08,1.3,47.32,525.22,2388.09,8149.3,8.3574,0.03,393,2388,100.0,39.14,23.4633,109
207,179,20.0029,0.7,100.0,491.19,606.79,1486.71,1248.76,9.35,13.64,337.08,2323.99,8730.4,1.08,44.32,317.71,2388.17,8068.31,9.1149,0.02,364,2324,100.0,24.64,14.8981,116
208,180,20.0004,0.7,100.0,491.19,607.44,1480.1,1249.65,9.35,13.66,334.54,2324.06,8730.56,1.08,44.24,314.52,2388.16,8063.76,9.251,0.02,365,2324,100.0,24.58,14.6947,91
209,171,10.0047,0.25,100.0,489.05,605.08,1503.17,1325.95,10.52,15.5,392.9,2319.14,8788.32,1.26,45.87,370.89,2388.31,8137.51,8.7359,0.03,372,2319,100.0,28.14,17.0363,11
210,135,35.0058,0.8401,100.0,449.44,556.2,1363.78,1123.49,5.48,8.0,194.84,2222.83,8350.18,1.02,41.87,183.15,2388.02,8062.66,9.3693,0.02,334,2223,100.0,14.84,8.88,88
211,206,10.0054,0.2514,100.0,489.05,604.2,1497.67,1304.49,10.52,15.45,393.5,2318.71,8771.62,1.26,45.16,371.23,2387.89,8128.23,8.6301,0.03,367,2319,100.0,28.64,17.1294,108
212,261,25.0064,0.62,60.0,462.54,536.01,1261.92,1044.32,7.05,9.0,176.66,1915.47,8018.2,0.94,36.48,165.61,2028.4,7884.83,10.816,0.02,306,1915,84.93,14.28,8.6607,76
213,288,0.0016,0.0,100.0,518.67,643.36,1598.64,1413.53,14.62,21.58,564.82,2388.39,9104.26,1.31,47.91,532.23,2388.37,8176.16,8.2782,0.03,395,2388,100.0,39.33,23.7758,14
214,102,35.0031,0.8404,100.0,449.44,555.84,1369.49,1133.59,5.48,8.0,194.14,2223.1,8355.64,1.02,41.97,183.02,2388.19,8076.23,9.3346,0.02,333,2223,100.0,14.86,8.8431,89
215,72,42.004,0.84,100.0,445.0,549.77,1348.23,1126.68,3.91,5.71,138.79,2212.04,8325.12,1.02,41.87,130.79,2388.12,8082.75,9.3306,0.02,330,2212,100.0,10.62,6.3558,145
216,264,0.0008,0.0,100.0,518.67,643.77,1602.08,1424.48,14.62,21.61,551.96,2388.2,9077.66,1.3,48.07,520.07,2388.23,8148.4,8.5023,0.03,394,2388,100.0,38.46,23.0637,17
217,141,42.0054,0.84,100.0,445.0,550.0,1356.99,1125.25,3.91,5.71,138.23,2211.65,8308.85,1.02,42.16,130.5,2387.72,8072.77,9.4459,0.02,331,2212,100.0,10.29,6.3756,66
218,63,34.9994,0.8414,100.0,449.44,555.44,1362.3,1126.61,5.48,8.0,194.49,2222.94,8342.02,1.02,41.92,182.67,2388.06,8065.18,9.3075,0.02,334,2223,100.0,14.93,9.015,154
219,110,34.9992,0.8416,100.0,449.44,555.6,1366.59,1140.64,5.48,8.0,194.89,2222.75,8337.25,1.02,42.37,182.81,2387.81,8056.77,9.4027,0.02,335,2223,100.0,14.9,8.8804,41
220,65,9.9987,0.25,100.0,489.05,604.38,1496.3,1303.47,10.52,15.49,396.99,2318.99,8791.88,1.26,45.32,374.71,2388.17,8143.69,8.5639,0.03,369,2319,100.0,28.53,17.2156,182
221,176,25.0049,0.62,60.0,462.54,536.58,1254.71,1041.4,7.05,9.01,176.33,1915.47,8016.75,0.94,36.6,165.96,2028.4,7883.76,10.7821,0.02,305,1915,84.93,14.39,8.64,73
222,178,42.004,0.8413,100.0,445.0,549.65,1355.83,1126.89,3.91,5.69,139.4,2212.14,8341.52,1.03,42.19,131.62,2388.26,8100.64,9.226,0.02,330,2212,100.0,10.78,6.4202,39
223,305,42.0041,0.842,100.0,445.0,549.04,1355.35,1134.83,3.91,5.69,139.05,2212.22,8347.02,1.03,42.18,131.14,2388.32,8109.22,9.2349,0.02,330,2212,100.0,10.7,6.5017,58
224,152,10.0033,0.2516,100.0,489.05,605.67,1501.6,1322.91,10.52,15.5,392.93,2319.12,8776.13,1.26,46.05,370.92,2388.32,8118.35,8.6796,0.03,372,2319,100.0,28.5,17.0122,14
225,39,25.0061,0.6211,60.0,462.54,536.68,1260.21,1046.88,7.05,9.03,175.73,1915.35,8011.68,0.94,36.73,164.45,2028.3,7874.05,10.9188,0.02,306,1915,84.93,14.19,8.6071,145
226,59,42.0031,0.8402,100.0,445.0,549.53,1346.22,1123.92,3.91,5.72,138.06,2211.86,8316.2,1.02,42.29,130.43,2387.9,8083.47,9.3515,0.02,332,2212,100.0,10.6,6.389,88
227,62,35.0027,0.84,100.0,449.44,554.91,1354.61,1115.72,5.48,7.99,195.04,2222.92,8350.99,1.02,41.41,183.01,2387.95,8064.94,9.2921,0.02,333,2223,100.0,14.94,8.9507,162
228,126,42.0077,0.84,100.0,445.0,549.08,1345.45,1114.81,3.91,5.7,137.53,2211.93,8306.25,1.02,41.54,130.24,2387.98,8074.13,9.334,0.02,328,2212,100.0,10.57,6.3111,189
229,20,35.0069,0.8406,100.0,449.44,554.99,1355.95,1128.98,5.48,8.0,194.35,2222.98,8350.53,1.03,41.57,184.03,2388.03,8068.0,9.2857,0.02,333,2223,100.0,14.96,8.9291,120
230,157,42.0045,0.8411,100.0,445.0,549.89,1352.67,1127.57,3.91,5.72,138.51,2212.1,8329.97,1.02,41.71,130.85,2388.24,8096.89,9.3215,0.02,332,2212,100.0,10.63,6.325,98
231,230,25.0008,0.6204,60.0,462.54,536.58,1269.33,1039.6,7.05,9.01,177.8,1915.69,8032.76,0.94,36.78,166.9,2028.53,7893.31,10.7576,0.02,308,1915,84.93,14.44,8.6934,33
232,370,25.0056,0.62,60.0,462.54,536.69,1255.82,1044.73,7.05,9.0,175.16,1915.28,8008.97,0.94,36.37,164.52,2028.27,7870.92,10.8558,0.02,305,1915,84.93,14.28,8.6046,184
233,111,42.0027,0.84,100.0,445.0,549.89,1352.55,1131.64,3.91,5.72,138.39,2211.91,8319.92,1.02,42.05,131.08,2388.01,8087.79,9.3713,0.02,332,2212,100.0,10.59,6.3194,110
234,179,35.0015,0.84,100.0,449.44,556.48,1376.34,1135.95,5.48,8.0,193.18,2222.95,8350.83,1.02,42.26,182.83,2388.08,8069.15,9.3675,0.02,335,2223,100.0,14.88,8.8979,68
235,362,25.0078,0.62,60.0,462.54,536.63,1262.7,1043.2,7.05,8.99,178.07,1915.73,8032.19,0.94,36.87,166.96,2028.67,7897.75,10.6982,0.02,308,1915,84.93,14.35,8.7044,24
236,176,10.0034,0.25,100.0,489.05,604.73,1506.13,1303.18,10.52,15.48,397.59,2318.95,8791.41,1.26,45.1,374.08,2388.18,8138.8,8.5561,0.03,369,2319,100.0,28.98,17.2917,75
237,221,20.0023,0.7,100.0,491.19,608.04,1490.94,1264.57,9.35,13.66,333.42,2324.15,8734.68,1.08,45.0,314.18,2388.28,8068.11,9.2656,0.03,367,2324,100.0,24.52,14.4939,18
238,177,25.0012,0.62,60.0,462.54,537.28,1261.05,1063.78,7.05,9.03,175.92,1914.99,7999.29,0.94,37.07,164.9,2027.88,7860.8,11.0013,0.02,309,1915,84.93,14.28,8.5293,16
239,28,42.0018,0.84,100.0,445.0,549.0,1352.96,1117.98,3.91,5.71,138.35,2212.11,8331.46,1.02,41.97,130.62,2388.18,8094.63,9.3146,0.02,329,2212,100.0,10.58,6.3523,166
240,204,0.0027,0.0,100.0,518.67,642.75,1601.48,1416.09,14.62,21.6,563.37,2388.28,9095.92,1.31,47.6,531.09,2388.34,8167.01,8.2797,0.03,394,2388,100.0,39.39,23.6836,98
241,42,24.9987,0.62,60.0,462.54,536.77,1256.74,1047.24,7.05,9.02,175.7,1915.21,8005.12,0.94,36.68,164.65,2028.13,7871.33,10.9056,0.02,307,1915,84.93,14.32,8.6296,176
242,112,0.0018,0.0,100.0,518.67,642.56,1581.87,1403.79,14.62,21.61,553.87,2388.1,9062.38,1.3,47.59,521.19,2388.09,8147.56,8.4453,0.03,393,2388,100.0,38.95,23.2429,81
243,199,0.0002,0.0,100.0,518.67,641.96,1583.39,1398.04,14.62,21.59,554.72,2388.04,9052.03,1.3,47.07,522.42,2388.01,8139.47,8.3751,0.03,390,2388,100.0,39.1,23.5069,118
244,184,20.0037,0.7,100.0,491.19,607.94,1488.25,1255.52,9.35,13.66,334.72,2324.21,8761.89,1.08,44.68,314.85,2388.39,8094.02,9.2557,0.02,364,2324,100.0,24.42,14.5261,35
245,63,20.0066,0.7017,100.0,491.19,606.61,1481.48,1238.3,9.35,13.65,336.64,2323.93,8726.74,1.08,44.24,315.99,2388.03,8066.79,9.1421,0.02,363,2324,100.0,24.7,14.8356,131
246,29,19.9982,0.7008,100.0,491.19,606.82,1483.01,1241.32,9.35,13.65,334.86,2323.9,8722.26,1.08,44.01,315.22,2388.02,8060.86,9.1768,0.02,364,2324,100.0,24.7,14.7371,194
247,94,25.0024,0.6216,60.0,462.54,536.91,1261.67,1052.33,7.05,9.03,175.84,1915.31,8006.63,0.94,37.0,164.6,2028.24,7878.48,10.9332,0.02,307,1915,84.93,14.21,8.4721,112
248,281,35.0075,0.8402,100.0,449.44,556.4,1378.58,1140.7,5.48,8.0,194.26,2223.5,8392.96,1.02,42.08,181.88,2388.59,8098.17,9.3964,0.02,335,2223,100.0,14.72,8.8502,26
